neg_log_10_p_val,var,CHR,Position,Gene,alias,Kegg_Pathway
2.234,cg11043531,5,158766622,ENSG00000249738,LOC285626,nan
2.801,cg22095682,5,158971257,-,,nan
3.048,cg09091841,5,159188206,ENSG00000254199,ENSG00000254199,nan
2.86,cg13885991,5,159364029,ENSG00000170214,ADRA1B,Salivary secretion;Vascular smooth muscle contraction;Adrenergic signaling in cardiomyocytes;Neuroactive ligand-receptor interaction;cGMP-PKG signaling pathway;Calcium signaling pathway
2.603,cg12738589,5,159800670,ENSG00000145861,C1QTNF2,nan
2.4,cg11151402,5,159820339,ENSG00000221886,ZBED8,nan
2.43,cg07392120,5,159876060,-,,nan
2.225,cg14518976,5,161341594,-,,nan
2.519,cg21508888,5,161493177,ENSG00000113327,GABRG2,Nicotine addiction;Morphine addiction;GABAergic synapse;Retrograde endocannabinoid signaling;Neuroactive ligand-receptor interaction
3.023,cg07682843,5,164456660,ENSG00000241956,LOC102546299,nan
2.252,cg07474269,5,166722513,ENSG00000145934,TENM2,nan
2.913,cg06537115,5,167137885,ENSG00000145934,TENM2,nan
2.82,cg04395439,5,167601456,ENSG00000145934,TENM2,nan
2.781,cg24755562,5,167993178,ENSG00000120137,PANK3,Metabolic pathways;Pantothenate and CoA biosynthesis
3.308,cg01755850,5,168287129,ENSG00000184347,SLIT3,Axon guidance
2.715,cg20611343,5,168516368,ENSG00000184347,SLIT3,Axon guidance
2.775,cg08020269,5,169307149,ENSG00000134516,DOCK2,Fc gamma R-mediated phagocytosis;Chemokine signaling pathway
2.275,cg06987842,5,169350993,ENSG00000134516,DOCK2,Fc gamma R-mediated phagocytosis;Chemokine signaling pathway
2.483,cg21503476,5,169531595,ENSG00000168269,FOXI1,nan
2.318,cg16087093,5,169533347,ENSG00000168269,FOXI1,nan
2.421,cg17008819,5,169600466,-,,nan
3.006,cg16825871,5,170024661,ENSG00000182132,KCNIP1,nan
2.505,cg09183151,5,170889300,ENSG00000156427,FGF18,Breast cancer;Melanoma;Pathways in cancer;Regulation of actin cytoskeleton;PI3K-Akt signaling pathway;Rap1 signaling pathway;Ras signaling pathway;MAPK signaling pathway
2.268,cg17024456,5,171095024,-,,nan
2.529,cg04719285,5,171197335,ENSG00000253110,ENSG00000253110,nan
2.519,cg26379553,5,171542053,ENSG00000072786,STK10,nan
2.686,cg00064172,5,171602655,ENSG00000072786,STK10,nan
2.382,cg05150664,5,171797372,ENSG00000174705,SH3PXD2B,nan
2.302,cg07628665,5,171986329,ENSG00000254299,ENSG00000254299,nan
2.701,cg11732322,5,172193903,ENSG00000120129,DUSP1,Fluid shear stress and atherosclerosis;Serotonergic synapse;MAPK signaling pathway
2.946,cg24118773,5,172287924,ENSG00000113719,ERGIC1,nan
2.462,cg18969587,5,172479036,ENSG00000164463,CREBRF,nan
2.352,cg04557968,5,172481029,ENSG00000164463,CREBRF,nan
2.291,cg20578779,5,172695996,-,,nan
2.348,cg24720604,5,172982639,-,,nan
2.511,cg14458500,5,173036759,ENSG00000145919,BOD1,nan
4.051,cg20177477,5,173116274,ENSG00000253428,LINC01942,nan
2.494,cg12331769,5,173285610,-,,nan
2.68,cg04462709,5,173315263,ENSG00000113742,CPEB4,Progesterone-mediated oocyte maturation;Dorso-ventral axis formation;Oocyte meiosis
2.45,cg03721175,5,173390427,ENSG00000113742,CPEB4,Progesterone-mediated oocyte maturation;Dorso-ventral axis formation;Oocyte meiosis
2.408,cg17924243,5,173810893,ENSG00000249306,ENSG00000249306,nan
2.836,cg11666486,5,173930811,ENSG00000249306,ENSG00000249306,nan
2.795,cg16981493,5,175108356,ENSG00000113749,HRH2,Gastric acid secretion;Neuroactive ligand-receptor interaction;Calcium signaling pathway
2.537,cg11932305,5,175833693,ENSG00000175416,CLTB,Bacterial invasion of epithelial cells;Huntington's disease;Endocrine and other factor-regulated calcium reabsorption;Synaptic vesicle cycle;Endocytosis;Lysosome
2.311,cg19416326,5,175955353,ENSG00000146083,RNF44,nan
2.221,cg11581653,5,176085973,ENSG00000048140,TSPAN17,nan
2.235,cg01314154,5,176109895,-,,nan
2.843,cg24600724,5,176289552,ENSG00000113763,UNC5A,Axon guidance
2.576,cg09582314,5,176295891,ENSG00000113763,UNC5A,Axon guidance
2.473,cg16457351,5,176297315,ENSG00000113763,UNC5A,Axon guidance
2.544,cg24538331,5,176311729,ENSG00000113763,UNC5A,Axon guidance
3.073,cg09869729,5,176326528,ENSG00000160883,HK3,"Central carbon metabolism in cancer;Carbohydrate digestion and absorption;Type II diabetes mellitus;Insulin signaling pathway;HIF-1 signaling pathway;Carbon metabolism;Metabolic pathways;Neomycin, kanamycin and gentamicin biosynthesis;Amino sugar and nucleotide sugar metabolism;Starch and sucrose metabolism;Galactose metabolism;Fructose and mannose metabolism;Glycolysis / Gluconeogenesis"
2.225,cg19027636,5,176558658,ENSG00000165671,NSD1,Lysine degradation
2.725,cg17557063,5,176574070,ENSG00000165671,NSD1,Lysine degradation
2.445,cg22155724,5,176794405,ENSG00000169220,RGS14,Rap1 signaling pathway
2.956,cg24185628,5,176829349,ENSG00000131187,F12,Complement and coagulation cascades
2.34,cg23327334,5,176855304,ENSG00000198055,GRK6,Morphine addiction;Endocytosis;Chemokine signaling pathway
2.666,cg13697715,5,177099644,ENSG00000246596,ENSG00000246596,nan
3.124,cg03138970,5,177539698,ENSG00000145911,N4BP3,nan
2.991,cg26713365,5,177609425,ENSG00000244234,ENSG00000244234,nan
2.668,cg26078644,5,177777555,ENSG00000050767,COL23A1,nan
2.576,cg25153741,5,177913468,ENSG00000050767,COL23A1,nan
2.288,cg17429282,5,177916440,ENSG00000050767,COL23A1,nan
2.792,cg09001527,5,177942856,ENSG00000050767,COL23A1,nan
2.37,cg15699335,5,177974413,ENSG00000050767,COL23A1,nan
2.301,cg16201940,5,178565937,ENSG00000087116,ENSG00000087116,nan
3.003,cg13193565,5,178634240,ENSG00000087116,ENSG00000087116,nan
3.211,cg25628701,5,178835943,-,,nan
2.649,cg06875832,5,178980927,ENSG00000176783,ENSG00000176783,Endocytosis
2.349,cg12865675,5,179156985,ENSG00000127022,ENSG00000127022,HTLV-I infection;Thyroid hormone synthesis;Antigen processing and presentation;Phagosome;Protein processing in endoplasmic reticulum
2.408,cg00417424,5,179224563,ENSG00000161013,ENSG00000161013,Metabolic pathways;N-Glycan biosynthesis
2.302,cg10137337,5,179495374,ENSG00000113269,RNF130,nan
2.463,cg11471138,5,179918766,ENSG00000113300,CNOT6,RNA degradation
2.395,cg22187519,5,180035756,ENSG00000037280,FLT4,Breast cancer;Focal adhesion;PI3K-Akt signaling pathway;Cytokine-cytokine receptor interaction;Rap1 signaling pathway;Ras signaling pathway
2.711,cg19756502,5,180040423,ENSG00000037280,FLT4,Breast cancer;Focal adhesion;PI3K-Akt signaling pathway;Cytokine-cytokine receptor interaction;Rap1 signaling pathway;Ras signaling pathway
2.442,cg10813912,5,180237626,ENSG00000131446,MGAT1,Metabolic pathways;N-Glycan biosynthesis
2.826,cg08417346,5,180244040,ENSG00000131446,MGAT1,Metabolic pathways;N-Glycan biosynthesis
2.353,cg04205007,5,180287559,ENSG00000196670,ZFP62,nan
2.347,cg25606201,5,180614858,ENSG00000250222,ENSG00000250222,nan
3.407,cg14101960,6,530139,ENSG00000112685,EXOC2,Ras signaling pathway
2.244,cg20512459,6,1064085,-,,nan
2.68,cg16431787,6,1082220,ENSG00000176515,ENSG00000176515,nan
2.589,cg20353001,6,1524618,ENSG00000272279,ENSG00000272279,nan
2.265,cg24583250,6,1626440,ENSG00000112699,GMDS,Metabolic pathways;Amino sugar and nucleotide sugar metabolism;Fructose and mannose metabolism
2.64,cg18100182,6,1630972,ENSG00000112699,GMDS,Metabolic pathways;Amino sugar and nucleotide sugar metabolism;Fructose and mannose metabolism
2.777,cg05927229,6,1679875,ENSG00000112699,GMDS,Metabolic pathways;Amino sugar and nucleotide sugar metabolism;Fructose and mannose metabolism
3.139,cg25225692,6,1724924,ENSG00000112699,GMDS,Metabolic pathways;Amino sugar and nucleotide sugar metabolism;Fructose and mannose metabolism
2.579,cg17082971,6,1839227,ENSG00000112699,GMDS,Metabolic pathways;Amino sugar and nucleotide sugar metabolism;Fructose and mannose metabolism
2.259,cg01962644,6,1953163,ENSG00000112699,GMDS,Metabolic pathways;Amino sugar and nucleotide sugar metabolism;Fructose and mannose metabolism
2.478,cg09040996,6,2037014,ENSG00000112699,GMDS,Metabolic pathways;Amino sugar and nucleotide sugar metabolism;Fructose and mannose metabolism
2.457,cg25239463,6,2167408,ENSG00000112699,GMDS,Metabolic pathways;Amino sugar and nucleotide sugar metabolism;Fructose and mannose metabolism
2.413,cg27266319,6,2498676,-,,nan
2.224,cg00078259,6,2656232,-,,nan
2.55,cg18718469,6,2877903,ENSG00000230438,ENSG00000230438,nan
2.27,cg26400543,6,2916614,ENSG00000228365,ENSG00000228365,nan
2.272,cg11112615,6,2970624,ENSG00000124570,SERPINB6,Amoebiasis
2.354,cg05283252,6,3273439,ENSG00000137266,SLC22A23,nan
2.237,cg19164992,6,3333241,ENSG00000137266,SLC22A23,nan
2.311,cg09155591,6,3619075,ENSG00000228793,ENSG00000228793,nan
2.455,cg03718241,6,3623988,ENSG00000228793,ENSG00000228793,nan
2.236,cg16493726,6,3963373,-,,nan
2.396,cg11626452,6,4187920,ENSG00000216307,ENSG00000216307,nan
2.861,cg17257516,6,4358810,-,,nan
2.671,cg22986376,6,4358870,-,,nan
2.598,cg15292507,6,4362795,-,,nan
2.249,cg21925050,6,4728467,ENSG00000153046,CDYL,nan
2.296,cg11356375,6,4890624,ENSG00000153046,CDYL,nan
2.914,cg04360434,6,5133206,ENSG00000214113,LYRM4,nan
2.614,cg22365132,6,5205542,ENSG00000214113,LYRM4,nan
2.438,cg13534604,6,5938634,-,,nan
3.225,cg03928874,6,6654898,ENSG00000112799,LY86,nan
2.51,cg00267165,6,6690273,ENSG00000226281,ENSG00000226281,nan
2.233,cg14218885,6,6713220,ENSG00000226281,ENSG00000226281,nan
3.348,cg03952988,6,6759524,ENSG00000224532,ENSG00000224532,nan
2.345,cg06574977,6,7057636,-,,nan
2.439,cg04869977,6,7166748,ENSG00000124782,RREB1,nan
2.447,cg18255813,6,7195966,ENSG00000124782,RREB1,nan
2.249,cg27652419,6,7464214,-,,nan
2.664,cg19883472,6,7532666,-,,nan
2.463,cg15314043,6,7644913,-,,nan
2.566,cg01211522,6,7910420,ENSG00000239264,TXNDC5,Protein processing in endoplasmic reticulum
2.894,cg09356797,6,8627270,-,,nan
2.314,cg06253966,6,9851903,ENSG00000181355,ENSG00000181355,nan
2.3,cg06701814,6,9934139,ENSG00000181355,ENSG00000181355,nan
2.381,cg04978078,6,10383147,-,,nan
2.313,cg24452128,6,10390919,ENSG00000137203,TFAP2A,nan
2.231,cg09207762,6,10393497,ENSG00000137203,TFAP2A,nan
2.667,cg08401657,6,10399046,ENSG00000137203,TFAP2A,nan
2.225,cg03074925,6,10425625,ENSG00000228478,ENSG00000228478,nan
2.684,cg11898303,6,10441687,ENSG00000229401,MIR5689HG,nan
2.708,cg17383884,6,10733543,ENSG00000111843,TMEM14C,nan
2.792,cg06838521,6,11120536,ENSG00000224531,SMIM13,nan
2.494,cg07019595,6,11139578,ENSG00000224531,SMIM13,nan
2.529,cg07535350,6,11357100,ENSG00000111859,NEDD9,nan
2.609,cg25569396,6,11382769,ENSG00000111859,NEDD9,nan
2.633,cg04027045,6,11632539,-,,nan
2.333,cg12625126,6,11806691,ENSG00000111863,ADTRP,nan
2.347,cg22024940,6,11834682,-,,nan
2.88,cg14114908,6,12246193,-,,nan
2.637,cg11215644,6,12296435,ENSG00000078401,EDN1,Fluid shear stress and atherosclerosis;AGE-RAGE signaling pathway in diabetic complications;Melanogenesis;TNF signaling pathway;HIF-1 signaling pathway
2.316,cg03621129,6,12314477,-,,nan
2.564,cg18322605,6,12576950,-,,nan
2.565,cg23652814,6,12579152,ENSG00000234015,ENSG00000234015,nan
2.334,cg16465027,6,12595019,-,,nan
2.258,cg07711900,6,13379284,ENSG00000145990,GFOD1,nan
2.886,cg03606646,6,13428588,ENSG00000145990,GFOD1,nan
2.595,cg06277588,6,13489246,ENSG00000145990,GFOD1,nan
2.469,cg21469314,6,13582059,ENSG00000124523,SIRT5,nan
2.259,cg24348488,6,13681972,ENSG00000010017,RANBP9,nan
2.336,cg22713549,6,13794719,ENSG00000050393,MCUR1,Olfactory transduction
2.745,cg27217399,6,14442652,-,,nan
2.938,cg23922154,6,14722622,-,,nan
2.31,cg15274294,6,14884128,-,,nan
2.566,cg02797092,6,14917565,-,,nan
2.477,cg03248459,6,15107465,ENSG00000216754,ENSG00000216754,nan
3.803,cg13334091,6,15341203,ENSG00000008083,JARID2,Signaling pathways regulating pluripotency of stem cells
2.359,cg22549987,6,15482156,ENSG00000008083,JARID2,Signaling pathways regulating pluripotency of stem cells
2.515,cg03129134,6,15504030,ENSG00000008083,JARID2,Signaling pathways regulating pluripotency of stem cells
2.366,cg26562283,6,15793717,-,,nan
3.116,cg15343157,6,15936946,ENSG00000214027,ENSG00000214027,nan
2.385,cg10693635,6,16215614,-,,nan
2.751,cg13329912,6,16215786,-,,nan
2.584,cg19566879,6,16334128,ENSG00000124788,ATXN1,nan
2.419,cg15816862,6,16478119,ENSG00000124788,ATXN1,nan
2.229,cg11819081,6,16541082,ENSG00000124788,ATXN1,nan
2.323,cg05786622,6,16652128,ENSG00000124788,ATXN1,nan
2.422,cg10297007,6,16699991,ENSG00000124788,ATXN1,nan
2.371,cg07355507,6,16804166,-,,nan
2.334,cg08772015,6,17179897,-,,nan
2.587,cg09041851,6,18053651,-,,nan
4.293,cg19673945,6,18294065,-,,nan
2.943,cg17868052,6,18307649,ENSG00000200681,ENSG00000200681,nan
2.663,cg11675074,6,18353160,-,,nan
3.188,cg14788563,6,20417986,ENSG00000112242,E2F3,Breast cancer;Non-small cell lung cancer;Small cell lung cancer;Chronic myeloid leukemia;Bladder cancer;Melanoma;Prostate cancer;Glioma;Pancreatic cancer;MicroRNAs in cancer;Pathways in cancer;HTLV-I infection;Hepatitis B;Cell cycle;Endocrine resistance
2.235,cg03523917,6,20662519,ENSG00000145996,CDKAL1,nan
2.287,cg14317913,6,21506537,-,,nan
2.267,cg19360886,6,21593129,ENSG00000124766,SOX4,MicroRNAs in cancer
2.356,cg03680338,6,22043967,ENSG00000272168,CASC15,nan
2.448,cg19077794,6,22658507,-,,nan
2.221,cg00719771,6,23523214,-,,nan
2.536,cg05347898,6,24358304,ENSG00000146049,KAAG1,nan
2.458,cg01857379,6,25139688,ENSG00000168405,ENSG00000168405,nan
2.56,cg09394701,6,25193291,ENSG00000222373,,nan
2.422,cg23666491,6,25218680,ENSG00000219681,ENSG00000219681,nan
2.465,cg21825059,6,25316301,ENSG00000079691,CARMIL1,nan
2.527,cg13594569,6,25361024,ENSG00000079691,CARMIL1,nan
2.653,cg20605626,6,25671798,ENSG00000079689,SCGN,nan
2.373,cg09798078,6,26103396,ENSG00000187475,HIST1H1T,nan
2.231,cg13026055,6,26243635,ENSG00000124578,,nan
2.939,cg09833344,6,26421917,ENSG00000124549,BTN2A3P,nan
3.076,cg16654741,6,26660201,ENSG00000181315,ZNF322,nan
3.256,cg02578944,6,28227392,ENSG00000189134,NKAPL,nan
2.717,cg02546039,6,28295599,ENSG00000235109,ZSCAN31,nan
3.371,cg22152492,6,28554334,ENSG00000232040,ENSG00000232040,nan
2.379,cg03472672,6,28762471,ENSG00000265764,,nan
2.795,cg14930690,6,28973828,ENSG00000197935,ENSG00000197935,nan
2.597,cg01518591,6,29408229,ENSG00000204694,ENSG00000204694,nan
2.374,cg18860567,6,29578925,ENSG00000204681,ENSG00000204681,nan
2.268,cg09740560,6,29602390,ENSG00000204681,ENSG00000204681,nan
2.703,cg22438640,6,29759543,ENSG00000176998,ENSG00000176998,nan
2.478,cg24580035,6,29910525,ENSG00000206503,ENSG00000206503,nan
2.439,cg26453130,6,30010907,ENSG00000204623,ENSG00000204623,nan
2.251,cg24968291,6,30166132,ENSG00000234127,TRIM26,nan
2.453,cg26589028,6,30166475,ENSG00000234127,TRIM26,nan
2.359,cg05330318,6,30184179,ENSG00000234127,TRIM26,nan
4.522,cg19639367,6,30303612,ENSG00000204599,ENSG00000204599,nan
2.975,cg21292025,6,30457830,ENSG00000204592,ENSG00000204592,nan
2.969,cg00128100,6,30656094,ENSG00000137404,ENSG00000137404,nan
2.814,cg10310427,6,30716985,ENSG00000137331,ENSG00000137331,nan
2.329,cg05295536,6,30749628,ENSG00000228022,ENSG00000228022,nan
2.302,cg14102634,6,30796757,ENSG00000214894,ENSG00000214894,nan
2.419,cg02166851,6,30815976,ENSG00000237923,LOC105375014,nan
2.299,cg01471240,6,30816080,ENSG00000237923,LOC105375014,nan
2.901,cg00466425,6,30856491,ENSG00000204580,ENSG00000204580,nan
3.176,cg23528297,6,30886122,ENSG00000213780,ENSG00000213780,nan
2.421,cg25784359,6,30900299,ENSG00000196260,ENSG00000196260,nan
3.147,cg23878318,6,31023770,ENSG00000228789,ENSG00000228789,nan
2.967,cg26504835,6,31143710,ENSG00000204528,ENSG00000204528,nan
2.489,cg15947697,6,31146583,ENSG00000204528,ENSG00000204528,nan
2.772,cg17096289,6,31238788,ENSG00000204525,ENSG00000204525,nan
2.442,cg12965927,6,31239093,ENSG00000204525,ENSG00000204525,nan
2.388,cg18845950,6,31276434,ENSG00000229836,ENSG00000229836,nan
2.296,cg00054409,6,31347802,ENSG00000223702,ENSG00000223702,nan
2.377,cg19271190,6,31554946,ENSG00000204482,ENSG00000204482,nan
2.739,cg18031455,6,31555431,ENSG00000204482,ENSG00000204482,nan
2.36,cg20584712,6,31598451,ENSG00000204469,ENSG00000204469,nan
2.343,cg11292878,6,31599211,ENSG00000204469,ENSG00000204469,nan
2.9,cg14724318,6,31636392,ENSG00000240053,ENSG00000240053,nan
2.572,cg09966112,6,31636422,ENSG00000240053,ENSG00000240053,nan
2.271,cg03926852,6,31681562,ENSG00000204421,ENSG00000204421,nan
2.634,cg04944545,6,31682023,ENSG00000204421,ENSG00000204421,nan
2.343,cg18718647,6,31691198,ENSG00000213722,ENSG00000213722,nan
2.385,cg27099602,6,31728831,ENSG00000204396,ENSG00000204396,nan
3.86,cg12975324,6,31746814,ENSG00000201555,ENSG00000201555,nan
2.64,cg24556630,6,31764656,ENSG00000204392,ENSG00000204392,nan
2.526,cg16587174,6,31778842,ENSG00000204389,ENSG00000204389,nan
2.292,cg25600103,6,31838413,ENSG00000204385,ENSG00000204385,nan
2.251,cg07363637,6,31846996,ENSG00000204385,ENSG00000204385,nan
2.311,cg16553272,6,31847028,ENSG00000204385,ENSG00000204385,nan
2.836,cg10095654,6,31847633,ENSG00000204385,ENSG00000204385,nan
3.157,cg17243044,6,31867945,ENSG00000204366,ENSG00000204366,nan
2.26,cg03537740,6,31868418,ENSG00000204366,ENSG00000204366,nan
2.629,cg11099586,6,31926793,ENSG00000204351,ENSG00000204351,nan
2.288,cg15965006,6,31938777,ENSG00000204348,ENSG00000204348,nan
2.919,cg03819671,6,32014003,ENSG00000168477,ENSG00000168477,nan
2.971,cg00661399,6,32049177,ENSG00000168477,ENSG00000168477,nan
2.475,cg23145336,6,32060816,ENSG00000168477,ENSG00000168477,nan
2.322,cg22269416,6,32068240,ENSG00000168477,ENSG00000168477,nan
2.413,cg13378486,6,32115221,ENSG00000204314,ENSG00000204314,nan
2.414,cg24828988,6,32143923,ENSG00000204310,ENSG00000204310,nan
2.52,cg27580693,6,32150024,ENSG00000204310,ENSG00000204310,nan
2.77,cg17851795,6,32158927,ENSG00000204301,ENSG00000204301,nan
2.412,cg18723553,6,32160909,ENSG00000204301,ENSG00000204301,nan
2.733,cg11539695,6,32287314,ENSG00000204296,ENSG00000204296,nan
2.254,cg17039645,6,32294503,ENSG00000204296,ENSG00000204296,nan
2.224,cg08188015,6,32489553,ENSG00000198502,HLA-DRB5,Viral myocarditis;Graft-versus-host disease;Allograft rejection;Rheumatoid arthritis;Systemic lupus erythematosus;Inflammatory bowel disease (IBD);Autoimmune thyroid disease;Asthma;Epstein-Barr virus infection;Herpes simplex infection;HTLV-I infection;Influenza A;Tuberculosis;Staphylococcus aureus infection;Toxoplasmosis;Leishmaniasis;Type I diabetes mellitus;Intestinal immune network for IgA production;Th17 cell differentiation;Th1 and Th2 cell differentiation;Hematopoietic cell lineage;Antigen processing and presentation;Cell adhesion molecules (CAMs);Phagosome
2.595,cg00411901,6,32787496,ENSG00000204267,ENSG00000204267,nan
2.458,cg11969117,6,32815761,ENSG00000168394,ENSG00000168394,nan
2.396,cg01948226,6,32829208,ENSG00000240065,ENSG00000240065,nan
2.545,cg08953666,6,32862521,ENSG00000235301,ENSG00000235301,nan
3.056,cg01374870,6,32905127,ENSG00000212066,,nan
2.818,cg18001983,6,32913125,ENSG00000204257,ENSG00000204257,nan
2.36,cg15586654,6,32948458,ENSG00000204256,ENSG00000204256,nan
2.428,cg05146888,6,33129060,ENSG00000204248,ENSG00000204248,nan
2.59,cg07457375,6,33151008,ENSG00000204248,ENSG00000204248,nan
2.744,cg26987634,6,33163396,ENSG00000204248,ENSG00000204248,nan
2.631,cg01970322,6,33173489,ENSG00000199036,MIR219A1,nan
2.744,cg20528813,6,33228355,ENSG00000223501,ENSG00000223501,nan
2.253,cg03721978,6,33245706,ENSG00000227057,ENSG00000227057,nan
3.474,cg10111290,6,33247166,ENSG00000227057,ENSG00000227057,nan
2.453,cg18932158,6,33248279,ENSG00000227057,ENSG00000227057,nan
2.491,cg08306084,6,33248546,ENSG00000227057,ENSG00000227057,nan
2.889,cg12669314,6,33253607,ENSG00000204220,ENSG00000204220,nan
